,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
1488,23-24,3,22,0,22,22,23,1,0.96,0.96,0.875,0.1
1489,23-24,10,12,0,12,12,20,1,0.6,0.6,0.875,0.1
1490,24-25,0.1,19,168,187,22,23,0.1,8.13,0.83,0.875,0.1
1491,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.875,0.1
1492,24-25,1,20,19,39,20,20,0.51,1.95,1,0.875,0.1
1493,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.875,0.1
1494,24-25,10,8,0,8,13,25,1,0.32,0.32,0.875,0.1
1495,25-26,0.1,15,506,521,27,35,0.03,14.89,0.43,0.875,0.1
1496,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.875,0.1
1497,25-26,1,14,100,114,16,19,0.12,6,0.74,0.875,0.1
1498,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.875,0.1
1499,25-26,10,0,0,0,2,18,0,0,0,0.875,0.1
1500,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,1
1501,20-21,0.3,23,0,23,23,23,1,1,1,0.85,1
1502,20-21,1,20,0,20,20,20,1,1,1,0.85,1
1503,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,1
1504,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,1
1505,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,1
1506,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,1
1507,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,1
1508,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,1
1509,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,1
1510,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.85,1
1511,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.85,1
1512,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,1
1513,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,1
1514,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,1
1515,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.85,1
1516,23-24,0.3,23,1,24,26,26,0.96,0.92,0.88,0.85,1
1517,23-24,1,17,1,18,24,25,0.94,0.72,0.68,0.85,1
1518,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,1
1519,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,1
1520,24-25,0.1,17,48,65,22,23,0.26,2.83,0.74,0.85,1
1521,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.85,1
1522,24-25,1,15,1,16,20,20,0.94,0.8,0.75,0.85,1
1523,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,1
1524,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,1
1525,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,1
1526,25-26,0.3,3,0,3,23,27,1,0.11,0.11,0.85,1
1527,25-26,1,5,18,23,16,19,0.22,1.21,0.26,0.85,1
1528,25-26,3,19,5,24,21,32,0.79,0.75,0.59,0.85,1
1529,25-26,10,0,0,0,2,18,0,0,0,0.85,1
1530,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.9
1531,20-21,0.3,23,0,23,23,23,1,1,1,0.85,0.9
1532,20-21,1,20,0,20,20,20,1,1,1,0.85,0.9
1533,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,0.9
1534,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,0.9
1535,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,0.9
1536,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.9
1537,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,0.9
1538,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,0.9
1539,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,0.9
1540,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.85,0.9
1541,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.85,0.9
1542,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,0.9
1543,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,0.9
1544,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,0.9
1545,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.85,0.9
1546,23-24,0.3,23,1,24,26,26,0.96,0.92,0.88,0.85,0.9
1547,23-24,1,19,1,20,24,25,0.95,0.8,0.76,0.85,0.9
1548,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,0.9
1549,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,0.9
1550,24-25,0.1,17,48,65,22,23,0.26,2.83,0.74,0.85,0.9
1551,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.85,0.9
1552,24-25,1,16,4,20,20,20,0.8,1,0.8,0.85,0.9
1553,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,0.9
1554,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,0.9
1555,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.9
1556,25-26,0.3,3,0,3,23,27,1,0.11,0.11,0.85,0.9
1557,25-26,1,6,27,33,16,19,0.18,1.74,0.32,0.85,0.9
1558,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.85,0.9
1559,25-26,10,0,0,0,2,18,0,0,0,0.85,0.9
1560,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.8
1561,20-21,0.3,23,0,23,23,23,1,1,1,0.85,0.8
1562,20-21,1,20,0,20,20,20,1,1,1,0.85,0.8
1563,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,0.8
1564,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,0.8
1565,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,0.8
1566,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.8
1567,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,0.8
1568,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,0.8
1569,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,0.8
1570,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.85,0.8
1571,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.85,0.8
1572,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,0.8
1573,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,0.8
1574,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,0.8
1575,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.85,0.8
1576,23-24,0.3,23,1,24,26,26,0.96,0.92,0.88,0.85,0.8
1577,23-24,1,23,1,24,24,25,0.96,0.96,0.92,0.85,0.8
1578,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,0.8
1579,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,0.8
1580,24-25,0.1,17,48,65,22,23,0.26,2.83,0.74,0.85,0.8
1581,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.85,0.8
1582,24-25,1,16,7,23,20,20,0.7,1.15,0.8,0.85,0.8
1583,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,0.8
1584,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,0.8
1585,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.8
1586,25-26,0.3,3,0,3,23,27,1,0.11,0.11,0.85,0.8
1587,25-26,1,6,37,43,16,19,0.14,2.26,0.32,0.85,0.8
1588,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.85,0.8
1589,25-26,10,0,0,0,2,18,0,0,0,0.85,0.8
1590,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.7
1591,20-21,0.3,23,0,23,23,23,1,1,1,0.85,0.7
1592,20-21,1,20,0,20,20,20,1,1,1,0.85,0.7
1593,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,0.7
1594,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,0.7
1595,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,0.7
1596,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.7
1597,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,0.7
1598,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,0.7
1599,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,0.7
1600,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.85,0.7
1601,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.85,0.7
1602,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,0.7
1603,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,0.7
1604,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,0.7
1605,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.85,0.7
1606,23-24,0.3,23,1,24,26,26,0.96,0.92,0.88,0.85,0.7
1607,23-24,1,24,1,25,24,25,0.96,1,0.96,0.85,0.7
1608,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,0.7
1609,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,0.7
1610,24-25,0.1,17,48,65,22,23,0.26,2.83,0.74,0.85,0.7
1611,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.85,0.7
1612,24-25,1,17,7,24,20,20,0.71,1.2,0.85,0.85,0.7
1613,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,0.7
1614,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,0.7
1615,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.7
1616,25-26,0.3,4,0,4,23,27,1,0.15,0.15,0.85,0.7
1617,25-26,1,8,49,57,16,19,0.14,3,0.42,0.85,0.7
1618,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.85,0.7
1619,25-26,10,0,0,0,2,18,0,0,0,0.85,0.7
1620,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.6
1621,20-21,0.3,23,0,23,23,23,1,1,1,0.85,0.6
1622,20-21,1,20,0,20,20,20,1,1,1,0.85,0.6
1623,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,0.6
1624,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,0.6
1625,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,0.6
1626,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.6
1627,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,0.6
1628,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,0.6
1629,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,0.6
1630,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.85,0.6
1631,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.85,0.6
1632,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,0.6
1633,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,0.6
1634,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,0.6
1635,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.85,0.6
1636,23-24,0.3,23,1,24,26,26,0.96,0.92,0.88,0.85,0.6
1637,23-24,1,24,1,25,24,25,0.96,1,0.96,0.85,0.6
1638,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,0.6
1639,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,0.6
1640,24-25,0.1,17,48,65,22,23,0.26,2.83,0.74,0.85,0.6
1641,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.85,0.6
1642,24-25,1,19,11,30,20,20,0.63,1.5,0.95,0.85,0.6
1643,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,0.6
1644,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,0.6
1645,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.6
1646,25-26,0.3,4,0,4,23,27,1,0.15,0.15,0.85,0.6
1647,25-26,1,9,67,76,16,19,0.12,4,0.47,0.85,0.6
1648,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.85,0.6
1649,25-26,10,0,0,0,2,18,0,0,0,0.85,0.6
1650,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.5
1651,20-21,0.3,23,0,23,23,23,1,1,1,0.85,0.5
1652,20-21,1,20,1,21,20,20,0.95,1.05,1,0.85,0.5
1653,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,0.5
1654,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,0.5
1655,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,0.5
1656,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.5
1657,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,0.5
1658,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,0.5
1659,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,0.5
1660,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.85,0.5
1661,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.85,0.5
1662,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,0.5
1663,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,0.5
1664,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,0.5
1665,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.85,0.5
1666,23-24,0.3,23,1,24,26,26,0.96,0.92,0.88,0.85,0.5
1667,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.85,0.5
1668,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,0.5
1669,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,0.5
1670,24-25,0.1,17,48,65,22,23,0.26,2.83,0.74,0.85,0.5
1671,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.85,0.5
1672,24-25,1,20,19,39,20,20,0.51,1.95,1,0.85,0.5
1673,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,0.5
1674,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,0.5
1675,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.5
1676,25-26,0.3,4,0,4,23,27,1,0.15,0.15,0.85,0.5
1677,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.85,0.5
1678,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.85,0.5
1679,25-26,10,0,0,0,2,18,0,0,0,0.85,0.5
1680,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.4
1681,20-21,0.3,23,0,23,23,23,1,1,1,0.85,0.4
1682,20-21,1,20,1,21,20,20,0.95,1.05,1,0.85,0.4
1683,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,0.4
1684,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,0.4
1685,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,0.4
1686,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.4
1687,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,0.4
1688,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,0.4
1689,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,0.4
1690,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.85,0.4
1691,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.85,0.4
1692,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,0.4
1693,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,0.4
1694,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,0.4
1695,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.85,0.4
1696,23-24,0.3,24,2,26,26,26,0.92,1,0.92,0.85,0.4
1697,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.85,0.4
1698,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,0.4
1699,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,0.4
1700,24-25,0.1,17,48,65,22,23,0.26,2.83,0.74,0.85,0.4
1701,24-25,0.3,16,19,35,19,20,0.46,1.75,0.8,0.85,0.4
1702,24-25,1,20,19,39,20,20,0.51,1.95,1,0.85,0.4
1703,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,0.4
1704,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,0.4
1705,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.4
1706,25-26,0.3,4,79,83,23,27,0.05,3.07,0.15,0.85,0.4
1707,25-26,1,14,100,114,16,19,0.12,6,0.74,0.85,0.4
1708,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.85,0.4
1709,25-26,10,0,0,0,2,18,0,0,0,0.85,0.4
1710,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.3
1711,20-21,0.3,23,0,23,23,23,1,1,1,0.85,0.3
1712,20-21,1,20,1,21,20,20,0.95,1.05,1,0.85,0.3
1713,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,0.3
1714,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,0.3
1715,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,0.3
1716,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.3
1717,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,0.3
1718,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,0.3
1719,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,0.3
1720,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.85,0.3
1721,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.85,0.3
1722,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,0.3
1723,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,0.3
1724,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,0.3
1725,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.85,0.3
1726,23-24,0.3,24,3,27,26,26,0.89,1.04,0.92,0.85,0.3
1727,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.85,0.3
1728,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,0.3
1729,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,0.3
1730,24-25,0.1,17,48,65,22,23,0.26,2.83,0.74,0.85,0.3
1731,24-25,0.3,16,46,62,19,20,0.26,3.1,0.8,0.85,0.3
1732,24-25,1,20,19,39,20,20,0.51,1.95,1,0.85,0.3
1733,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,0.3
1734,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,0.3
1735,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.85,0.3
1736,25-26,0.3,9,263,272,23,27,0.03,10.07,0.33,0.85,0.3
1737,25-26,1,14,100,114,16,19,0.12,6,0.74,0.85,0.3
1738,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.85,0.3
1739,25-26,10,0,0,0,2,18,0,0,0,0.85,0.3
1740,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.2
1741,20-21,0.3,23,0,23,23,23,1,1,1,0.85,0.2
1742,20-21,1,20,1,21,20,20,0.95,1.05,1,0.85,0.2
1743,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,0.2
1744,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,0.2
1745,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,0.2
1746,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.2
1747,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,0.2
1748,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,0.2
1749,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,0.2
1750,22-23,0.1,19,54,73,19,20,0.26,3.65,0.95,0.85,0.2
1751,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.85,0.2
1752,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,0.2
1753,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,0.2
1754,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,0.2
1755,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.85,0.2
1756,23-24,0.3,25,5,30,26,26,0.83,1.15,0.96,0.85,0.2
1757,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.85,0.2
1758,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,0.2
1759,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,0.2
1760,24-25,0.1,17,48,65,22,23,0.26,2.83,0.74,0.85,0.2
1761,24-25,0.3,18,122,140,19,20,0.13,7,0.9,0.85,0.2
1762,24-25,1,20,19,39,20,20,0.51,1.95,1,0.85,0.2
1763,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,0.2
1764,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,0.2
1765,25-26,0.1,4,1,5,27,35,0.8,0.14,0.11,0.85,0.2
1766,25-26,0.3,16,696,712,23,27,0.02,26.37,0.59,0.85,0.2
1767,25-26,1,14,100,114,16,19,0.12,6,0.74,0.85,0.2
1768,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.85,0.2
1769,25-26,10,0,0,0,2,18,0,0,0,0.85,0.2
1770,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.85,0.1
1771,20-21,0.3,23,0,23,23,23,1,1,1,0.85,0.1
1772,20-21,1,20,1,21,20,20,0.95,1.05,1,0.85,0.1
1773,20-21,3,17,0,17,17,19,1,0.89,0.89,0.85,0.1
1774,20-21,10,11,0,11,11,16,1,0.69,0.69,0.85,0.1
1775,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.85,0.1
1776,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.85,0.1
1777,21-22,1,21,0,21,21,22,1,0.95,0.95,0.85,0.1
1778,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.85,0.1
1779,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.85,0.1
1780,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.85,0.1
1781,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.85,0.1
1782,22-23,1,20,0,20,20,21,1,0.95,0.95,0.85,0.1
1783,22-23,3,20,1,21,20,21,0.95,1,0.95,0.85,0.1
1784,22-23,10,14,0,14,14,21,1,0.67,0.67,0.85,0.1
1785,23-24,0.1,16,83,99,17,19,0.16,5.21,0.84,0.85,0.1
1786,23-24,0.3,25,13,38,26,26,0.66,1.46,0.96,0.85,0.1
1787,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.85,0.1
1788,23-24,3,22,0,22,22,23,1,0.96,0.96,0.85,0.1
1789,23-24,10,12,0,12,12,20,1,0.6,0.6,0.85,0.1
1790,24-25,0.1,20,171,191,22,23,0.1,8.3,0.87,0.85,0.1
1791,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.85,0.1
1792,24-25,1,20,19,39,20,20,0.51,1.95,1,0.85,0.1
1793,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.85,0.1
1794,24-25,10,8,0,8,13,25,1,0.32,0.32,0.85,0.1
1795,25-26,0.1,16,506,522,27,35,0.03,14.91,0.46,0.85,0.1
1796,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.85,0.1
1797,25-26,1,14,100,114,16,19,0.12,6,0.74,0.85,0.1
1798,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.85,0.1
1799,25-26,10,0,0,0,2,18,0,0,0,0.85,0.1
1800,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,1
1801,20-21,0.3,23,0,23,23,23,1,1,1,0.825,1
1802,20-21,1,20,0,20,20,20,1,1,1,0.825,1
1803,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,1
1804,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,1
1805,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,1
1806,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,1
1807,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,1
1808,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,1
1809,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,1
1810,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.825,1
1811,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.825,1
1812,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,1
1813,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,1
1814,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,1
1815,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.825,1
1816,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.825,1
1817,23-24,1,17,1,18,24,25,0.94,0.72,0.68,0.825,1
1818,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,1
1819,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,1
1820,24-25,0.1,17,51,68,22,23,0.25,2.96,0.74,0.825,1
1821,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,1
1822,24-25,1,15,1,16,20,20,0.94,0.8,0.75,0.825,1
1823,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,1
1824,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,1
1825,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,1
1826,25-26,0.3,6,0,6,23,27,1,0.22,0.22,0.825,1
1827,25-26,1,5,18,23,16,19,0.22,1.21,0.26,0.825,1
1828,25-26,3,19,5,24,21,32,0.79,0.75,0.59,0.825,1
1829,25-26,10,0,0,0,2,18,0,0,0,0.825,1
1830,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.9
1831,20-21,0.3,23,0,23,23,23,1,1,1,0.825,0.9
1832,20-21,1,20,0,20,20,20,1,1,1,0.825,0.9
1833,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,0.9
1834,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,0.9
1835,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,0.9
1836,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.9
1837,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,0.9
1838,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,0.9
1839,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,0.9
1840,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.825,0.9
1841,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.825,0.9
1842,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,0.9
1843,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,0.9
1844,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,0.9
1845,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.825,0.9
1846,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.825,0.9
1847,23-24,1,19,1,20,24,25,0.95,0.8,0.76,0.825,0.9
1848,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,0.9
1849,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,0.9
1850,24-25,0.1,17,51,68,22,23,0.25,2.96,0.74,0.825,0.9
1851,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.9
1852,24-25,1,16,4,20,20,20,0.8,1,0.8,0.825,0.9
1853,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,0.9
